metro,median_v_cnt,index_sum,arrival_cnt,inhabit_points,arrival_points,full_points
Улица Скобелевская,137226.5,17731.0,119495.5,0.1237652245430732,0.011348034925913535,0.13511325946898675
Планерная,345245.0,40421.0,304824.0,0.3179664689580692,0.02894798045329462,0.3469144494113638
Алма-Атинская,107388.5,60669.0,46719.5,0.6843311191307989,0.004436773918023836,0.6887678930488228
Белокаменная,7742.0,15281.0,0.0,0.12289761391852325,0.0,0.12289761391852325
Преображенская площадь,354725.0,5663.0,349062.0,0.03697403493303803,0.033149095717489196,0.07012313065052722
Багратионовская,97038.0,9339.0,87699.0,0.06612413977297682,0.008328441782056153,0.07445258155503297
Выхино,587675.0,33369.0,554306.0,0.2952465595363304,0.052640340829934414,0.3478869003662648
Свиблово,194591.0,18015.0,176576.0,0.13915689588915708,0.016768753761255514,0.1559256496504126
Локомотив,102570.5,8328.0,94242.5,0.06014597171813594,0.008949853186985336,0.06909582490512127
Тургеневская,147454.5,5235.0,142219.5,0.03575166615480117,0.013506047115966376,0.04925771327076755
Выставочная,148712.0,28141.0,120571.0,0.2473970643905478,0.011450171086378321,0.2588472354769261
Белокаменная,7742.0,41064.0,0.0,0.4047056694382249,0.0,0.4047056694382249
Площадь Ильича,193941.0,14235.0,179706.0,0.11547087942701142,0.017065998003240438,0.13253687743025186
Римская,169528.0,10289.0,159239.0,0.08135172971001482,0.01512232455253583,0.09647405426255065
Площадь Ильича,193941.0,17387.0,176554.0,0.13624206991319826,0.016766664504602586,0.15300873441780086
Марьина Роща,212936.0,15043.0,197893.0,0.12960383531520256,0.018793148491732383,0.14839698380693495
Шоссе Энтузиастов,323159.0,27625.0,295534.0,0.20983211061828666,0.02806574434848953,0.23789785496677618
Бауманская,417490.0,29159.0,388331.0,0.23965233144070763,0.03687832387675627,0.2765306553174639
Пролетарская,262540.0,9579.0,252961.0,0.07362424049344027,0.024022747826437093,0.09764698831987736
Улица Академика Королёва,2062.5,27474.0,0.0,0.23254408314859615,0.0,0.23254408314859615
Марксистская,196772.0,16993.0,179779.0,0.13857413046269207,0.0170729305366797,0.15564706099937176
Курская,581280.5,11630.0,569650.5,0.28455086398614565,0.05409754986224676,0.3386484138483924
Братиславская,315140.5,66119.0,249021.5,0.7631486029321672,0.023648628436245527,0.7867972313684127
Тургеневская,147454.5,13302.0,134152.5,0.1045989824018682,0.012739954687821846,0.11733893708969004
Славянский бульвар,370893.0,37436.0,333457.0,0.33704299312525376,0.03166714798708194,0.3687101411123357
Таганская,335230.0,5577.0,329653.0,0.03800423925369212,0.03130589651854818,0.0693101357722403
Петровский парк,209341.5,9971.0,199370.5,0.0708626566830327,0.018933461069218876,0.08979611775225158
Сухаревская,164166.5,7409.0,156757.5,0.052676702542518855,0.01488666589870657,0.06756336844122543
Преображенская площадь,354725.0,17922.0,336803.0,0.14107907389787722,0.031984904930750166,0.1730639788286274
Сходненская,411711.0,51677.0,360034.0,0.4933828248183032,0.03419106499003187,0.5275738898083351
Рассказовка,119893.0,23138.0,96755.0,0.52789415846918,0.009188455793370997,0.537082614262551
Сокольники,257616.5,31020.0,226596.5,0.28732927617793197,0.021519011143430224,0.3088482873213622
Фили,147279.0,14486.0,132793.0,0.10775326417285086,0.012610848123291973,0.12036411229614283
Орехово,159190.0,28550.0,130640.0,0.24814875545423737,0.012406385869939404,0.2605551413241768
Ростокино,112501.5,7409.0,105092.5,0.053943661172843674,0.009980236581725406,0.06392389775456908
Щёлковская,566744.0,16890.0,549854.0,0.13271785322355295,0.05221755125635075,0.1849354044799037
Кантемировская,329072.0,70706.0,258366.0,0.687671356836053,0.02453604019957719,0.7122073970356302
Бауманская,417490.0,23379.0,394111.0,0.19433382240483166,0.03742722857920766,0.23176105098403932
Проспект Мира,362609.0,8761.0,353848.0,0.06344600432873702,0.03360360400571279,0.09704960833444981
Электрозаводская,263540.0,18460.0,245080.0,0.14437985994725183,0.023274319113630967,0.1676541790608828
Тургеневская,147454.5,5147.0,142307.5,0.03521587212658535,0.01351440414257809,0.04873027626916344
Молодёжная,394832.5,42877.0,351955.5,1.0664153245978132,0.03342388045045513,1.0998392050482684
Баррикадная,178716.0,2708.0,176008.0,0.019914389298478344,0.01671481295312534,0.03662920225160368
Парк культуры,343669.0,6861.0,336808.0,0.05883738518928946,0.031985379761807646,0.0908227649510971
Андроновка,66114.5,37206.0,28908.5,0.38004119060843206,0.0027453307250546793,0.38278652133348673
Печатники,177666.5,14690.0,162976.5,0.10400205277686021,0.015477260768005048,0.11947931354486527
Марьино,267541.0,31255.0,236286.0,0.2664246108624,0.02243918624972828,0.2888637971121283
Печатники,177666.5,21593.0,156073.5,0.15584004376992666,0.014821709010042771,0.17066175277996942
Савёловская,376317.0,6439.0,369878.0,0.043476502824866176,0.03512591237600618,0.07860241520087236
Алтуфьево,377056.5,51149.0,325907.5,0.5511825508888223,0.03095020057338699,0.5821327514622093
Волгоградский проспект,159698.0,22881.0,136817.0,0.19308978782744962,0.012992992158355018,0.20608277998580465
Медведково,403873.5,37475.0,366398.5,0.332323582742869,0.03479547744310313,0.3671190601859721
Щукинская,311051.5,16301.0,294750.5,0.1336432910482615,0.0279913383217818,0.1616346293700433
Киевская,767426.5,31079.0,736347.5,0.2889390430949223,0.06992813242012558,0.3588671755150479
Отрадное,369370.0,87697.0,281673.0,0.9629625989231918,0.026749417690932656,0.9897120166141244
Таганская,335230.0,3903.0,331327.0,0.025570855299437742,0.0314648699565938,0.05703572525603154
Боровицкая,55864.5,1539.0,54325.5,0.008830693823045318,0.005159086922668349,0.013989780745713668
Алма-Атинская,107388.5,34319.0,73069.5,0.40339858944493523,0.006939133590964003,0.4103377230358992
Верхние Лихоборы,91075.5,18035.0,73040.5,0.14091861379022386,0.006936379570830597,0.14785499336105445
Селигерская,281690.0,17063.0,264627.0,0.13292070729159866,0.025130623649758533,0.1580513309413572
Отрадное,369370.0,59072.0,310298.0,0.5427578322692476,0.029467825495027997,0.5722256577642756
Бибирево,226998.0,42328.0,184670.0,0.38060681953021236,0.017537410277110456,0.39814422980732284
Ховрино,277055.0,15402.0,261653.0,0.14443159388534582,0.02484819413676711,0.16927978802211294
Пражская,384506.0,33353.0,351153.0,0.2711108379349897,0.03334767006572897,0.30445850800071866
Семёновская,251744.5,13138.0,238606.5,0.0916454155487959,0.022659555343506558,0.11430497089230246
Пушкинская,397713.5,2564.0,395149.5,0.01803591851410916,0.037525850989847065,0.05556176950395622
Волгоградский проспект,159698.0,14572.0,145126.0,0.12020953961636537,0.013782066409681767,0.13399160602604712
Парк культуры,343669.0,710.0,342959.0,0.003410431758658675,0.03256951692872435,0.03597994868738302
Молодёжная,394832.5,38114.0,356718.5,0.3442608215078587,0.033876204515814294,0.378137026023673
Коломенская,396311.0,31939.0,364372.0,0.26727175878274767,0.0346030284155049,0.30187478719825256
Измайлово,111847.0,25290.0,86557.0,0.18674028966394735,0.00821999036852683,0.19496028003247418
Третьяковская,250903.0,6255.0,244648.0,0.04327734088215405,0.023233293710264356,0.0665106345924184
Домодедовская,498194.0,30846.0,467348.0,0.2651961525441815,0.04438226901059737,0.3095784215547789
Баррикадная,178716.0,2754.0,175962.0,0.02020683528447342,0.01671044450739649,0.036917279791869914
Авиамоторная,376220.5,12962.0,363258.5,0.08927755184736356,0.03449728353900324,0.1237748353863668
Солнцево,100913.5,51789.0,49124.5,0.5402827980184596,0.0046651676566735936,0.5449479656751332
Киевская,767426.5,8488.0,758938.5,0.06618143107231722,0.07207351410404934,0.13825494517636655
Менделеевская,166690.5,8790.0,157900.5,0.07118400680446217,0.01499521227844739,0.08617921908290956
Ботанический сад,412872.5,22678.0,390194.5,0.17907990688173547,0.03705529341188052,0.216135200293616
Алексеевская,262623.0,43179.0,219444.0,0.913641009197413,0.0208397653156995,0.9344807745131125
Планерная,345245.0,42868.0,302377.0,0.3501372723557016,0.028715598133761996,0.3788528704894636
Стрешнево,61274.5,20470.0,40804.5,0.1682883508801344,0.00387504877702038,0.1721633996571548
Хорошёво,69146.0,69925.0,0.0,0.7406077072561935,0.0,0.7406077072561935
Царицыно,426664.0,20351.0,406313.0,0.16648428359167733,0.03858600629189138,0.2050702898835687
Соколиная гора,43447.0,19633.0,23814.0,0.14733090713109964,0.002261525360584331,0.14959243249168397
Смоленская,299185.5,2274.0,296911.5,0.014905748301626567,0.028196560304826344,0.04310230860645291
Ховрино,277055.0,43638.0,233417.0,0.43492181422032034,0.022166728188944013,0.45708854240926433
Савёловская,376317.0,19078.0,357239.0,0.14956749922446855,0.03392563442889837,0.18349313365336692
Беломорская,211680.0,54347.0,157333.0,0.7262523701396741,0.014941318953422968,0.7411936890930971
Павелецкая,647465.5,8446.0,639019.5,0.06085268692192528,0.06068526098756693,0.12153794790949221
Кузнецкий мост,199149.0,5992.0,193157.0,0.04249699112926012,0.018343388514083632,0.06084037964334375
Варшавская,188711.0,39328.0,149383.0,0.3361529879143387,0.014186337572023562,0.35033932548636226
Багратионовская,97038.0,10018.0,87020.0,0.0744954152082288,0.00826395972444984,0.08275937493267864
Волоколамская,65594.5,14148.0,51446.5,0.10089441658452131,0.004885679199769118,0.10578009578429043
Белорусская,637039.0,3860.0,633179.0,0.028417679180967943,0.06013061082931998,0.08854829001028793
Текстильщики,371213.0,26625.0,344588.0,0.22460283181532747,0.0327242168872526,0.25732704870258005
Смоленская,299185.5,2802.0,296383.5,0.02086399317650447,0.028146418145156043,0.049010411321660514
Охотный ряд,439489.5,4104.0,435385.5,0.029705395922423154,0.04134691147563153,0.07105230739805468
Селигерская,281690.0,90804.0,190886.0,1.6912107917267032,0.018127720247774443,1.7093385119744777
Локомотив,102570.5,29303.0,73267.5,0.24773938455046363,0.0069579369008403655,0.25469732145130397
Свиблово,194591.0,14415.0,180176.0,0.10871668162044404,0.017110632122643923,0.12582731374308798
Окружная,157218.0,32457.0,124761.0,0.2563948841944774,0.011848079512549832,0.26824296370702727
Бабушкинская,367632.0,55192.0,312440.0,0.5098037874519745,0.029671243120054102,0.5394750305720286
Щёлковская,566744.0,1675.0,565069.0,0.008937734223673246,0.05366246216427426,0.0626001963879475
Чеховская,175788.5,4906.0,170882.5,0.03757902388480705,0.016228063636098595,0.05380708752090564
Улица Дмитриевского,42885.0,16026.0,26859.0,0.11835796533967337,0.0025506974745920273,0.12090866281426539
Рязанский проспект,285640.0,10471.0,275169.0,0.07703021084508271,0.026131757451357596,0.10316196829644031
Щёлковская,566744.0,16655.0,550089.0,0.13098645893793942,0.05223986831605249,0.1832263272539919
Планерная,345245.0,58567.0,286678.0,0.4940035545857291,0.02722472357947404,0.5212282781652031
Улица Эйзенштейна,2613.0,17579.0,0.0,0.1440782454146959,0.0,0.1440782454146959
Ясенево,231004.0,56867.0,174137.0,0.5914183812166705,0.016537131171414865,0.6079555123880853
Свиблово,194591.0,40000.0,154591.0,0.3753414709458638,0.014680921601498795,0.3900223925473626
Раменки,122830.5,37787.0,85043.5,0.3404520384460461,0.008076259007426452,0.3485282974534726
Тушинская,422999.0,29494.0,393505.0,0.26061677881737855,0.037369679055040614,0.2979864578724192
Севастопольская,177220.0,49734.0,127486.0,0.42552980955922304,0.01210686243887856,0.4376366719981016
Смоленская,299185.5,1199.0,297986.5,0.007307525441570016,0.028298648982185384,0.0356061744237554
Балтийская,120697.5,15457.0,105240.5,0.1178112794813033,0.009994291581026929,0.12780557106233023
Кузьминки,451616.0,35988.0,415628.0,0.31555973573617224,0.03947061655198389,0.35503035228815616
Достоевская,97644.5,4855.0,92789.5,0.037298283895569426,0.008811867281680515,0.04611015117724994
Тушинская,422999.0,6531.0,416468.0,0.04661663159051867,0.03955038816964118,0.08616701976015985
Октябрьское поле,361712.0,16327.0,345385.0,0.14225173413559922,0.03279990495781553,0.17505163909341476
Митино,202275.5,27451.0,174824.5,0.23398043965623871,0.016602420441818904,0.25058286009805764
Солнцево,100913.5,8560.0,92353.5,0.06153384647084375,0.008770462013467917,0.07030430848431167
Пятницкое шоссе,122104.0,34735.0,87369.0,0.6966488008574736,0.008297102932262216,0.7049459037897359
Пионерская,43912.5,15246.0,28666.5,0.1209939430806013,0.002722348901872458,0.12371629198247375
Ломоносовский проспект,109702.0,30528.0,79174.0,0.25308622374324913,0.007518854829046099,0.2606050785722952
Тимирязевская,236088.0,12767.0,223321.0,0.08999509121681834,0.021207949317672517,0.11120304053449086
Алтуфьево,377056.5,13536.0,363520.5,0.09909383170745838,0.0345221646864154,0.13361599639387378
Люблино,347710.0,22607.0,325103.0,0.18814648777503973,0.030873800256237833,0.21902028803127757
Менделеевская,166690.5,24879.0,141811.5,0.22157723519316413,0.013467300901675689,0.23504453609483983
Рязанский проспект,285640.0,53107.0,232533.0,0.5841855162855322,0.02208277805798086,0.606268294343513
Петровский парк,209341.5,16477.0,192864.5,0.12513357584042162,0.018315610897220825,0.14344918673764245
Красносельская,173307.5,14072.0,159235.5,0.5046999189695536,0.015121992170795592,0.5198219111403491
Тульская,304693.5,18543.0,286150.5,0.1486881315131639,0.02717462890290949,0.1758627604160734
Соколиная гора,43447.0,13415.0,30032.0,0.09365781538889974,0.002852025263671312,0.09650984065257105
Молодёжная,394832.5,48897.0,345935.5,0.45929269505365344,0.03285218385724451,0.492144878910898
Таганская,335230.0,8569.0,326661.0,0.06412850048472094,0.031021757613749815,0.09515025809847075
Октябрьское поле,361712.0,16631.0,345081.0,0.14501921008595742,0.03277103522952051,0.17779024531547793
Филёвский парк,64530.5,20964.0,43566.5,0.1712053124742875,0.004137345453174488,0.17534265792746198
Бульвар Рокоссовского,256416.5,47382.0,209034.5,0.46410808325795094,0.019851214537123765,0.4839592977950747
Выхино,587675.0,24345.0,563330.0,0.20098445041153057,0.05349731592248136,0.2544817663340119
Авиамоторная,376220.5,16554.0,359666.5,0.12013013599684831,0.0341561649073068,0.15428630090415513
Электрозаводская,263540.0,10463.0,253077.0,0.07056989733335926,0.02403376390697072,0.09460366124032998
Улица Милашенкова,2321.0,45419.0,0.0,0.46743549146017205,0.0,0.46743549146017205
Окружная,157218.0,10072.0,147146.0,0.06865508775057962,0.013973898156905263,0.08262898590748488
Текстильщики,371213.0,47383.0,323830.0,0.4729787052973295,0.03075290826900243,0.5037316135663319
Марьино,267541.0,208262.0,59279.0,2.221963327199024,0.005629502051317651,2.2275928292503417
Молодёжная,394832.5,13491.0,381341.5,0.10319092236525526,0.03621455754149952,0.13940547990675478
Краснопресненская,197977.5,28228.0,169749.5,0.24783671249262287,0.016120466918472742,0.26395717941109564
Зябликово,93884.0,49755.0,44129.0,0.4438140226500934,0.004190763947141427,0.4480047865972348
Славянский бульвар,370893.0,13068.0,357825.0,0.10264250306554061,0.033981284628835484,0.1366237876943761
Автозаводская,436278.5,81771.0,354507.5,0.8403646832458943,0.03366623422219491,0.8740309174680893
Серпуховская,167290.5,5799.0,161491.5,0.039969874741859944,0.015336235943932328,0.055306110685792276
Селигерская,281690.0,20137.0,261553.0,0.1623691433521236,0.02483869751561743,0.18720784086774103
Верхние Лихоборы,91075.5,9802.0,81273.5,0.07330541146026434,0.00771823639008359,0.08102364785034794
Улица 1905 года,352504.5,50946.0,301558.5,0.5162441831872864,0.028637868289651883,0.5448820514769382
Кантемировская,329072.0,37827.0,291245.0,0.3405070836499027,0.027658434267379836,0.3681655179172825
Печатники,177666.5,15191.0,162475.5,0.10801613706782381,0.01542968269604516,0.12344581976386898
Университет,262278.5,15166.0,247112.5,0.12970501436791715,0.023467337938498173,0.15317235230641532
Бабушкинская,367632.0,14491.0,353141.0,0.1116016184675396,0.03353646289418456,0.14513808136172418
Пражская,384506.0,69143.0,315363.0,0.6559181866501429,0.02994882935625919,0.6858670160064021
Ломоносовский проспект,109702.0,8759.0,100943.0,0.065545697376546,0.009586174287119515,0.07513187166366551
Селигерская,281690.0,60365.0,221325.0,0.7968026125967397,0.021018396759524945,0.8178210093562647
Ховрино,277055.0,16151.0,260904.0,0.12705729236146798,0.02477706444435602,0.151834356805824
Царицыно,426664.0,31870.0,394794.0,0.2883988034896734,0.03749209050165996,0.32589089399133336
Марьина Роща,212936.0,6938.0,205998.0,0.05162348261443472,0.01956284963591379,0.07118633225034851
Улица Академика Янгеля,213921.0,45601.0,168320.0,0.36152731511703295,0.015984712719138094,0.37751202783617105
Сходненская,411711.0,26207.0,385504.0,0.211612602433629,0.03660985439685487,0.24822245683048388
Выставочная,148712.0,6062.0,142650.0,0.04369244379420285,0.013546930070015738,0.05723937386421858
Ломоносовский проспект,109702.0,12687.0,97015.0,0.09934233075841717,0.009213147008360161,0.10855547776677733
Улица Милашенкова,2321.0,12646.0,0.0,0.10542835504679522,0.0,0.10542835504679522
Дубровка,222361.0,30288.0,192073.0,0.24745859274660603,0.018240445140821123,0.26569903788742716
Бабушкинская,367632.0,84991.0,282641.0,1.6012563160693825,0.026841344983661537,1.628097661053044
Студенческая,49935.0,4688.0,45247.0,0.03244413575640911,0.004296936171594827,0.03674107192800394
Ховрино,277055.0,18125.0,258930.0,0.16893404560084685,0.024589601142861375,0.19352364674370823
Кантемировская,329072.0,13957.0,315115.0,0.10132469027244495,0.029925277735807988,0.13124996800825295
Печатники,177666.5,52659.0,125007.5,0.5029793479926246,0.011871488683683788,0.5148508366763084
Белокаменная,7742.0,18764.0,0.0,0.16587220268941905,0.0,0.16587220268941905
Домодедовская,498194.0,80323.0,417871.0,0.7498175046366125,0.039683625764371164,0.7895011304009836
Царицыно,426664.0,22783.0,403881.0,0.1753414998215723,0.03835504846553121,0.2136965482871035
Шелепиха,223940.0,21096.0,202844.0,0.17028909398357722,0.019263326204852944,0.18955242018843016
Цветной бульвар,188751.0,7307.0,181444.0,0.05218721793357724,0.017231049278821842,0.06941826721239908
Преображенская площадь,354725.0,8217.0,346508.0,0.05715373500745423,0.03290655201332642,0.09006028702078064
Коломенская,396311.0,54796.0,341515.0,0.48399199916806734,0.03243238571932299,0.5164243848873903
Лермонтовский проспект,160569.0,11944.0,148625.0,0.08614256383266337,0.014114353183709002,0.10025691701637238
Крымская,70178.5,9968.0,60210.5,0.0730280337083163,0.005717963077326902,0.0787459967856432
Медведково,403873.5,78385.0,325488.5,0.8206901208577994,0.03091040973076984,0.8516005305885692
Рязанский проспект,285640.0,63277.0,222363.0,0.5794702128426337,0.021116971687058603,0.6005871845296923
Крылатское,205402.5,79457.0,125945.5,1.0896281590700705,0.01196056699006777,1.1015887260601382
Кузьминки,451616.0,27333.0,424283.0,0.2156941860895726,0.04029254911248852,0.2559867352020611
Бульвар Дмитрия Донского,430688.0,8632.0,422056.0,0.055425578157504186,0.040081059359485194,0.09550663751698937
ВДНХ,532855.0,26510.0,506345.0,0.22303899839202637,0.04808566636033732,0.2711246647523637
Профсоюзная,274280.0,43915.0,230365.0,0.38013550242147787,0.02187689131145584,0.4020123937329337
Профсоюзная,274280.0,17293.0,256987.0,0.1477076029243236,0.02440508179392313,0.17211268471824676
Тимирязевская,236088.0,8653.0,227435.0,0.05830588545649086,0.021598640311770275,0.07990452576826114
Медведково,403873.5,15690.0,388183.5,0.12134795945209882,0.03686431636056049,0.15821227581265931
Измайловская,156128.0,97129.0,58999.0,1.4855745187816476,0.005602911512098553,1.4911774302937462
Алтуфьево,377056.5,11539.0,365517.5,0.08359839200290906,0.03471181221077447,0.11831020421368352
Ясенево,231004.0,38998.0,192006.0,0.3744255844276566,0.018234082404650836,0.39265966683230746
Сокол,310209.5,35545.0,274664.5,0.32106587103242595,0.026083846997657468,0.34714971803008343
Зорге,32271.0,19697.0,12574.0,0.1713272994799839,0.0011941051433605181,0.17252140462334442
Строгино,221230.0,15430.0,205800.0,0.11903805608839599,0.01954404632603743,0.13858210241443342
Кунцевская,211120.5,11443.0,199677.5,0.08702811425484573,0.018962615696148388,0.10599072995099412
Шаболовская,229604.5,3915.0,225689.5,0.02663110081203779,0.021432876789602644,0.04806397760164043
Щёлковская,566744.0,7578.0,559166.0,0.05343235251345003,0.05310187661780877,0.10653422913125879
Алма-Атинская,107388.5,20322.0,87066.5,0.18531820994099885,0.00826837565328444,0.1935865855942833
Алма-Атинская,107388.5,3607.0,103781.5,0.023009411429692476,0.009855735878453125,0.032865147308145604
Перово,317617.5,19563.0,298054.5,0.14476182412150718,0.028305106684567163,0.17306693080607433
Владыкино,390452.5,36999.0,353453.5,0.33997105743570183,0.03356613983527731,0.3735371972709791
Площадь Гагарина,256594.5,16680.0,239914.5,0.1312745518655472,0.022783771148144345,0.15405832301369154
